date,temp
1869-01-01,-17
1869-01-02,-28
1869-01-03,17
1869-01-04,28
1869-01-05,61
1869-01-06,33
1869-01-07,89
1869-01-08,122
1869-01-09,89
1869-01-10,67
1869-01-11,6
1869-01-12,28
1869-01-13,33
1869-01-14,56
1869-01-15,56
1869-01-16,33
1869-01-17,17
1869-01-18,-17
1869-01-19,11
1869-01-20,28
1869-01-21,56
1869-01-22,-17
1869-01-23,39
1869-01-24,89
1869-01-25,33
1869-01-26,-6
1869-01-27,44
1869-01-28,83
1869-01-29,89
1869-01-30,122
1869-01-31,50
1869-02-01,6
1869-02-02,11
1869-02-03,22
1869-02-04,33
1869-02-05,-33
1869-02-06,44
1869-02-07,22
1869-02-08,44
1869-02-09,33
1869-02-10,39
1869-02-11,78
1869-02-12,89
1869-02-13,161
1869-02-14,56
1869-02-15,61
1869-02-16,67
1869-02-17,78
1869-02-18,50
1869-02-19,56
1869-02-20,39
1869-02-21,44
1869-02-22,100
1869-02-23,67
1869-02-24,33
1869-02-25,33
1869-02-26,11
1869-02-27,-6
1869-02-28,-39
1869-03-01,-33
1869-03-02,22
1869-03-03,61
1869-03-04,67
1869-03-05,17
1869-03-06,22
1869-03-07,-33
1869-03-08,33
1869-03-09,78
1869-03-10,83
1869-03-11,28
1869-03-12,33
1869-03-13,111
1869-03-14,89
1869-03-15,11
1869-03-16,39
1869-03-17,56
1869-03-18,22
1869-03-19,56
1869-03-20,89
1869-03-21,0
1869-03-22,17
1869-03-23,44
1869-03-24,100
1869-03-25,78
1869-03-26,83
1869-03-27,156
1869-03-28,128
1869-03-29,44
1869-03-30,117
1869-03-31,78
1869-04-01,89
1869-04-02,61
1869-04-03,50
1869-04-04,33
1869-04-05,100
1869-04-06,117
1869-04-07,67
1869-04-08,111
1869-04-09,83
1869-04-10,83
1869-04-11,44
1869-04-12,89
1869-04-13,72
1869-04-14,78
1869-04-15,122
1869-04-16,194
1869-04-17,139
1869-04-18,217
1869-04-19,244
1869-04-20,200
1869-04-21,156
1869-04-22,139
1869-04-23,161
1869-04-24,228
1869-04-25,139
1869-04-26,217
1869-04-27,217
1869-04-28,206
1869-04-29,144
1869-04-30,128
1869-05-01,78
1869-05-02,137
1869-05-03,128
1869-05-04,174
1869-05-05,167
1869-05-06,170
1869-05-07,155
1869-05-08,176
1869-05-09,183
1869-05-10,189
1869-05-11,239
1869-05-12,267
1869-05-13,172
1869-05-14,217
1869-05-15,206
1869-05-16,167
1869-05-17,161
1869-05-18,167
1869-05-19,128
1869-05-20,172
1869-05-21,161
1869-05-22,150
1869-05-23,183
1869-05-24,233
1869-05-25,267
1869-05-26,289
1869-05-27,183
1869-05-28,144
1869-05-29,233
1869-05-30,194
1869-05-31,267
1869-06-01,261
1869-06-02,211
1869-06-03,283
1869-06-04,228
1869-06-05,278
1869-06-06,183
1869-06-07,183
1869-06-08,139
1869-06-09,178
1869-06-10,144
1869-06-11,200
1869-06-12,206
1869-06-13,233
1869-06-14,244
1869-06-15,206
1869-06-16,200
1869-06-17,233
1869-06-18,256
1869-06-19,278
1869-06-20,256
1869-06-21,278
1869-06-22,172
1869-06-23,222
1869-06-24,250
1869-06-25,261
1869-06-26,267
1869-06-27,272
1869-06-28,306
1869-06-29,278
1869-06-30,256
1869-07-01,211
1869-07-02,244
1869-07-03,289
1869-07-04,283
1869-07-05,228
1869-07-06,233
1869-07-07,239
1869-07-08,267
1869-07-09,222
1869-07-10,278
1869-07-11,311
1869-07-12,244
1869-07-13,267
1869-07-14,189
1869-07-15,278
1869-07-16,333
1869-07-17,289
1869-07-18,244
1869-07-19,222
1869-07-20,206
1869-07-21,267
1869-07-22,217
1869-07-23,239
1869-07-24,267
1869-07-25,272
1869-07-26,244
1869-07-27,289
1869-07-28,278
1869-07-29,256
1869-07-30,233
1869-07-31,244
1869-08-01,256
1869-08-02,244
1869-08-03,289
1869-08-04,256
1869-08-05,222
1869-08-06,194
1869-08-07,194
1869-08-08,239
1869-08-09,250
1869-08-10,267
1869-08-11,283
1869-08-12,272
1869-08-13,250
1869-08-14,261
1869-08-15,272
1869-08-16,244
1869-08-17,200
1869-08-18,222
1869-08-19,278
1869-08-20,339
1869-08-21,350
1869-08-22,233
1869-08-23,233
1869-08-24,250
1869-08-25,256
1869-08-26,261
1869-08-27,239
1869-08-28,278
1869-08-29,256
1869-08-30,217
1869-08-31,194
1869-09-01,150
1869-09-02,167
1869-09-03,217
1869-09-04,256
1869-09-05,256
1869-09-06,244
1869-09-07,261
1869-09-08,244
1869-09-09,217
1869-09-10,200
1869-09-11,217
1869-09-12,228
1869-09-13,250
1869-09-14,228
1869-09-15,222
1869-09-16,244
1869-09-17,189
1869-09-18,189
1869-09-19,239
1869-09-20,300
1869-09-21,228
1869-09-22,178
1869-09-23,200
1869-09-24,217
1869-09-25,217
1869-09-26,217
1869-09-27,144
1869-09-28,133
1869-09-29,183
1869-09-30,211
1869-10-01,233
1869-10-02,211
1869-10-03,217
1869-10-04,211
1869-10-05,150
1869-10-06,161
1869-10-07,172
1869-10-08,211
1869-10-09,189
1869-10-10,206
1869-10-11,172
1869-10-12,178
1869-10-13,178
1869-10-14,144
1869-10-15,161
1869-10-16,117
1869-10-17,150
1869-10-18,117
1869-10-19,94
1869-10-20,89
1869-10-21,111
1869-10-22,144
1869-10-23,167
1869-10-24,156
1869-10-25,72
1869-10-26,83
1869-10-27,39
1869-10-28,67
1869-10-29,78
1869-10-30,44
1869-10-31,50
1869-11-01,50
1869-11-02,100
1869-11-03,111
1869-11-04,161
1869-11-05,117
1869-11-06,89
1869-11-07,61
1869-11-08,39
1869-11-09,67
1869-11-10,50
1869-11-11,61
1869-11-12,61
1869-11-13,78
1869-11-14,44
1869-11-15,28
1869-11-16,56
1869-11-17,144
1869-11-18,56
1869-11-19,111
1869-11-20,133
1869-11-21,67
1869-11-22,61
1869-11-23,83
1869-11-24,72
1869-11-25,22
1869-11-26,44
1869-11-27,61
1869-11-28,44
1869-11-29,72
1869-11-30,139
1869-12-01,167
1869-12-02,6
1869-12-03,-17
1869-12-04,28
1869-12-05,39
1869-12-06,11
1869-12-07,-33
1869-12-08,11
1869-12-09,39
1869-12-10,67
1869-12-11,72
1869-12-12,56
1869-12-13,56
1869-12-14,0
1869-12-15,22
1869-12-16,94
1869-12-17,56
1869-12-18,67
1869-12-19,28
1869-12-20,6
1869-12-21,28
1869-12-22,133
1869-12-23,89
1869-12-24,22
1869-12-25,22
1869-12-26,83
1869-12-27,78
1869-12-28,94
1869-12-29,44
1869-12-30,78
1869-12-31,78
1870-01-01,61
1870-01-02,122
1870-01-03,50
1870-01-04,17
1870-01-05,11
1870-01-06,67
1870-01-07,17
1870-01-08,11
1870-01-09,-22
1870-01-10,28
1870-01-11,78
1870-01-12,100
1870-01-13,111
1870-01-14,-11
1870-01-15,94
1870-01-16,78
1870-01-17,133
1870-01-18,78
1870-01-19,56
1870-01-20,72
1870-01-21,61
1870-01-22,67
1870-01-23,144
1870-01-24,94
1870-01-25,89
1870-01-26,122
1870-01-27,106
1870-01-28,56
1870-01-29,50
1870-01-30,61
1870-01-31,17
1870-02-01,17
1870-02-02,56
1870-02-03,28
1870-02-04,-39
1870-02-05,-6
1870-02-06,17
1870-02-07,39
1870-02-08,0
1870-02-09,11
1870-02-10,28
1870-02-11,28
1870-02-12,78
1870-02-13,17
1870-02-14,83
1870-02-15,83
1870-02-16,61
1870-02-17,78
1870-02-18,111
1870-02-19,6
1870-02-20,78
1870-02-21,-83
1870-02-22,-56
1870-02-23,33
1870-02-24,6
1870-02-25,-6
1870-02-26,28
1870-02-27,6
1870-02-28,33
1870-03-01,33
1870-03-02,0
1870-03-03,6
1870-03-04,-11
1870-03-05,-11
1870-03-06,22
1870-03-07,0
1870-03-08,11
1870-03-09,17
1870-03-10,44
1870-03-11,39
1870-03-12,-6
1870-03-13,-17
1870-03-14,33
1870-03-15,67
1870-03-16,56
1870-03-17,-6
1870-03-18,33
1870-03-19,72
1870-03-20,94
1870-03-21,133
1870-03-22,94
1870-03-23,39
1870-03-24,50
1870-03-25,67
1870-03-26,61
1870-03-27,72
1870-03-28,83
1870-03-29,94
1870-03-30,100
1870-03-31,106
1870-04-01,106
1870-04-02,78
1870-04-03,78
1870-04-04,17
1870-04-05,33
1870-04-06,83
1870-04-07,111
1870-04-08,183
1870-04-09,189
1870-04-10,156
1870-04-11,89
1870-04-12,178
1870-04-13,200
1870-04-14,228
1870-04-15,233
1870-04-16,100
1870-04-17,94
1870-04-18,133
1870-04-19,100
1870-04-20,133
1870-04-21,139
1870-04-22,172
1870-04-23,144
1870-04-24,183
1870-04-25,133
1870-04-26,206
1870-04-27,244
1870-04-28,267
1870-04-29,117
1870-04-30,172
1870-05-01,200
1870-05-02,217
1870-05-03,178
1870-05-04,267
1870-05-05,161
1870-05-06,183
1870-05-07,156
1870-05-08,133
1870-05-09,139
1870-05-10,100
1870-05-11,100
1870-05-12,194
1870-05-13,206
1870-05-14,261
1870-05-15,289
1870-05-16,300
1870-05-17,172
1870-05-18,178
1870-05-19,239
1870-05-20,256
1870-05-21,244
1870-05-22,211
1870-05-23,200
1870-05-24,239
1870-05-25,261
1870-05-26,211
1870-05-27,150
1870-05-28,156
1870-05-29,161
1870-05-30,178
1870-05-31,217
1870-06-01,211
1870-06-02,233
1870-06-03,206
1870-06-04,261
1870-06-05,250
1870-06-06,278
1870-06-07,233
1870-06-08,289
1870-06-09,222
1870-06-10,161
1870-06-11,183
1870-06-12,244
1870-06-13,233
1870-06-14,267
1870-06-15,272
1870-06-16,272
1870-06-17,256
1870-06-18,317
1870-06-19,294
1870-06-20,311
1870-06-21,222
1870-06-22,250
1870-06-23,294
1870-06-24,328
1870-06-25,344
1870-06-26,300
1870-06-27,294
1870-06-28,344
1870-06-29,322
1870-06-30,311
1870-07-01,272
1870-07-02,228
1870-07-03,178
1870-07-04,239
1870-07-05,250
1870-07-06,267
1870-07-07,256
1870-07-08,244
1870-07-09,267
1870-07-10,272
1870-07-11,300
1870-07-12,311
1870-07-13,306
1870-07-14,311
1870-07-15,283
1870-07-16,306
1870-07-17,339
1870-07-18,333
1870-07-19,322
1870-07-20,272
1870-07-21,317
1870-07-22,311
1870-07-23,333
1870-07-24,328
1870-07-25,339
1870-07-26,333
1870-07-27,278
1870-07-28,283
1870-07-29,300
1870-07-30,261
1870-07-31,283
1870-08-01,283
1870-08-02,306
1870-08-03,306
1870-08-04,283
1870-08-05,300
1870-08-06,322
1870-08-07,317
1870-08-08,294
1870-08-09,300
1870-08-10,294
1870-08-11,278
1870-08-12,311
1870-08-13,278
1870-08-14,217
1870-08-15,261
1870-08-16,261
1870-08-17,278
1870-08-18,306
1870-08-19,306
1870-08-20,300
1870-08-21,267
1870-08-22,250
1870-08-23,239
1870-08-24,239
1870-08-25,322
1870-08-26,250
1870-08-27,233
1870-08-28,228
1870-08-29,300
1870-08-30,267
1870-08-31,256
1870-09-01,283
1870-09-02,283
1870-09-03,267
1870-09-04,267
1870-09-05,228
1870-09-06,233
1870-09-07,256
1870-09-08,217
1870-09-09,200
1870-09-10,239
1870-09-11,206
1870-09-12,239
1870-09-13,244
1870-09-14,272
1870-09-15,244
1870-09-16,256
1870-09-17,206
1870-09-18,239
1870-09-19,206
1870-09-20,233
1870-09-21,228
1870-09-22,222
1870-09-23,267
1870-09-24,294
1870-09-25,294
1870-09-26,239
1870-09-27,250
1870-09-28,250
1870-09-29,222
1870-09-30,211
1870-10-01,244
1870-10-02,183
1870-10-03,167
1870-10-04,222
1870-10-05,200
1870-10-06,150
1870-10-07,128
1870-10-08,172
1870-10-09,211
1870-10-10,211
1870-10-11,194
1870-10-12,211
1870-10-13,178
1870-10-14,178
1870-10-15,194
1870-10-16,217
1870-10-17,200
1870-10-18,183
1870-10-19,122
1870-10-20,189
1870-10-21,128
1870-10-22,161
1870-10-23,161
1870-10-24,172
1870-10-25,200
1870-10-26,161
1870-10-27,133
1870-10-28,150
1870-10-29,111
1870-10-30,106
1870-10-31,150
1870-11-01,133
1870-11-02,167
1870-11-03,161
1870-11-04,156
1870-11-05,133
1870-11-06,94
1870-11-07,122
1870-11-08,144
1870-11-09,194
1870-11-10,72
1870-11-11,117
1870-11-12,144
1870-11-13,128
1870-11-14,117
1870-11-15,72
1870-11-16,83
1870-11-17,78
1870-11-18,78
1870-11-19,11
1870-11-20,61
1870-11-21,100
1870-11-22,78
1870-11-23,100
1870-11-24,67
1870-11-25,83
1870-11-26,94
1870-11-27,167
1870-11-28,156
1870-11-29,183
1870-11-30,94
1870-12-01,106
1870-12-02,122
1870-12-03,83
1870-12-04,139
1870-12-05,128
1870-12-06,94
1870-12-07,72
1870-12-08,78
1870-12-09,56
1870-12-10,56
1870-12-11,50
1870-12-12,111
1870-12-13,94
1870-12-14,67
1870-12-15,33
1870-12-16,0
1870-12-17,6
1870-12-18,33
1870-12-19,56
1870-12-20,67
1870-12-21,33
1870-12-22,-28
1870-12-23,-44
1870-12-24,-44
1870-12-25,-39
1870-12-26,-6
1870-12-27,-11
1870-12-28,0
1870-12-29,-50
1870-12-30,-11
1870-12-31,56
1871-01-01,39
1871-01-02,56
1871-01-03,17
1871-01-04,-11
1871-01-05,89
1871-01-06,89
1871-01-07,0
1871-01-08,-61
1871-01-09,-78
1871-01-10,-44
1871-01-11,11
1871-01-12,100
1871-01-13,78
1871-01-14,72
1871-01-15,89
1871-01-16,100
1871-01-17,33
1871-01-18,17
1871-01-19,-11
1871-01-20,22
1871-01-21,72
1871-01-22,33
1871-01-23,-117
1871-01-24,-67
1871-01-25,-50
1871-01-26,-100
1871-01-27,-6
1871-01-28,-44
1871-01-29,22
1871-01-30,56
1871-01-31,44
1871-02-01,78
1871-02-02,50
1871-02-03,39
1871-02-04,39
1871-02-05,-117
1871-02-06,-89
1871-02-07,-11
1871-02-08,0
1871-02-09,89
1871-02-10,33
1871-02-11,-6
1871-02-12,-28
1871-02-13,-17
1871-02-14,-44
1871-02-15,28
1871-02-16,56
1871-02-17,61
1871-02-18,100
1871-02-19,44
1871-02-20,72
1871-02-21,56
1871-02-22,-6
1871-02-23,44
1871-02-24,83
1871-02-25,117
1871-02-26,89
1871-02-27,78
1871-02-28,44
1871-03-01,150
1871-03-02,111
1871-03-03,172
1871-03-04,56
1871-03-05,117
1871-03-06,94
1871-03-07,111
1871-03-08,83
1871-03-09,156
1871-03-10,167
1871-03-11,128
1871-03-12,122
1871-03-13,117
1871-03-14,106
1871-03-15,67
1871-03-16,39
1871-03-17,111
1871-03-18,117
1871-03-19,183
1871-03-20,83
1871-03-21,94
1871-03-22,133
1871-03-23,122
1871-03-24,83
1871-03-25,89
1871-03-26,94
1871-03-27,72
1871-03-28,39
1871-03-29,106
1871-03-30,100
1871-03-31,111
1871-04-01,50
1871-04-02,83
1871-04-03,111
1871-04-04,167
1871-04-05,128
1871-04-06,139
1871-04-07,161
1871-04-08,294
1871-04-09,283
1871-04-10,267
1871-04-11,178
1871-04-12,144
1871-04-13,178
1871-04-14,156
1871-04-15,161
1871-04-16,133
1871-04-17,122
1871-04-18,172
1871-04-19,139
1871-04-20,172
1871-04-21,211
1871-04-22,139
1871-04-23,128
1871-04-24,167
1871-04-25,189
1871-04-26,206
1871-04-27,89
1871-04-28,106
1871-04-29,172
1871-04-30,217
1871-05-01,183
1871-05-02,211
1871-05-03,156
1871-05-04,89
1871-05-05,94
1871-05-06,122
1871-05-07,156
1871-05-08,133
1871-05-09,122
1871-05-10,172
1871-05-11,172
1871-05-12,200
1871-05-13,228
1871-05-14,167
1871-05-15,200
1871-05-16,206
1871-05-17,211
1871-05-18,211
1871-05-19,250
1871-05-20,256
1871-05-21,244
1871-05-22,239
1871-05-23,217
1871-05-24,239
1871-05-25,244
1871-05-26,294
1871-05-27,283
1871-05-28,233
1871-05-29,283
1871-05-30,333
1871-05-31,272
1871-06-01,239
1871-06-02,267
1871-06-03,322
1871-06-04,322
1871-06-05,300
1871-06-06,250
1871-06-07,278
1871-06-08,261
1871-06-09,233
1871-06-10,228
1871-06-11,256
1871-06-12,222
1871-06-13,272
1871-06-14,244
1871-06-15,228
1871-06-16,217
1871-06-17,222
1871-06-18,228
1871-06-19,261
1871-06-20,306
1871-06-21,233
1871-06-22,233
1871-06-23,267
1871-06-24,217
1871-06-25,244
1871-06-26,272
1871-06-27,217
1871-06-28,267
1871-06-29,233
1871-06-30,233
1871-07-01,211
1871-07-02,267
1871-07-03,250
1871-07-04,267
1871-07-05,294
1871-07-06,289
1871-07-07,294
1871-07-08,289
1871-07-09,311
1871-07-10,306
1871-07-11,294
1871-07-12,317
1871-07-13,328
1871-07-14,306
1871-07-15,300
1871-07-16,294
1871-07-17,256
1871-07-18,267
1871-07-19,217
1871-07-20,244
1871-07-21,244
1871-07-22,222
1871-07-23,267
1871-07-24,250
1871-07-25,206
1871-07-26,239
1871-07-27,283
1871-07-28,278
1871-07-29,222
1871-07-30,272
1871-07-31,250
1871-08-01,283
1871-08-02,289
1871-08-03,306
1871-08-04,289
1871-08-05,311
1871-08-06,317
1871-08-07,300
1871-08-08,289
1871-08-09,272
1871-08-10,272
1871-08-11,283
1871-08-12,311
1871-08-13,267
1871-08-14,244
1871-08-15,294
1871-08-16,317
1871-08-17,256
1871-08-18,289
1871-08-19,233
1871-08-20,244
1871-08-21,256
1871-08-22,222
1871-08-23,222
1871-08-24,289
1871-08-25,250
1871-08-26,283
1871-08-27,317
1871-08-28,267
1871-08-29,283
1871-08-30,239
1871-08-31,233
1871-09-01,222
1871-09-02,256
1871-09-03,278
1871-09-04,261
1871-09-05,283
1871-09-06,283
1871-09-07,222
1871-09-08,183
1871-09-09,222
1871-09-10,250
1871-09-11,211
1871-09-12,206
1871-09-13,200
1871-09-14,161
1871-09-15,167
1871-09-16,200
1871-09-17,222
1871-09-18,167
1871-09-19,189
1871-09-20,172
1871-09-21,133
1871-09-22,167
1871-09-23,217
1871-09-24,250
1871-09-25,194
1871-09-26,178
1871-09-27,178
1871-09-28,156
1871-09-29,133
1871-09-30,161
1871-10-01,183
1871-10-02,233
1871-10-03,167
1871-10-04,206
1871-10-05,211
1871-10-06,211
1871-10-07,178
1871-10-08,189
1871-10-09,239
1871-10-10,211
1871-10-11,211
1871-10-12,139
1871-10-13,156
1871-10-14,178
1871-10-15,239
1871-10-16,167
1871-10-17,183
1871-10-18,128
1871-10-19,133
1871-10-20,111
1871-10-21,144
1871-10-22,206
1871-10-23,244
1871-10-24,172
1871-10-25,122
1871-10-26,144
1871-10-27,172
1871-10-28,128
1871-10-29,100
1871-10-30,122
1871-10-31,156
1871-11-01,194
1871-11-02,122
1871-11-03,111
1871-11-04,72
1871-11-05,122
1871-11-06,56
1871-11-07,72
1871-11-08,100
1871-11-09,89
1871-11-10,72
1871-11-11,61
1871-11-12,67
1871-11-13,72
1871-11-14,117
1871-11-15,122
1871-11-16,22
1871-11-17,83
1871-11-18,61
1871-11-19,44
1871-11-20,117
1871-11-21,106
1871-11-22,56
1871-11-23,33
1871-11-24,122
1871-11-25,83
1871-11-26,100
1871-11-27,100
1871-11-28,-44
1871-11-29,-39
1871-11-30,-56
1871-12-01,-22
1871-12-02,17
1871-12-03,33
1871-12-04,67
1871-12-05,-17
1871-12-06,-33
1871-12-07,39
1871-12-08,61
1871-12-09,0
1871-12-10,17
1871-12-11,50
1871-12-12,39
1871-12-13,22
1871-12-14,11
1871-12-15,-39
1871-12-16,22
1871-12-17,22
1871-12-18,56
1871-12-19,11
1871-12-20,-39
1871-12-21,-128
1871-12-22,-61
1871-12-23,128
1871-12-24,122
1871-12-25,94
1871-12-26,33
1871-12-27,56
1871-12-28,-56
1871-12-29,-17
1871-12-30,11
1871-12-31,39
1872-01-01,94
1872-01-02,11
1872-01-03,22
1872-01-04,50
1872-01-05,50
1872-01-06,50
1872-01-07,-33
1872-01-08,-39
1872-01-09,56
1872-01-10,44
1872-01-11,72
1872-01-12,94
1872-01-13,100
1872-01-14,33
1872-01-15,-44
1872-01-16,-22
1872-01-17,11
1872-01-18,0
1872-01-19,67
1872-01-20,67
1872-01-21,50
1872-01-22,33
1872-01-23,44
1872-01-24,-44
1872-01-25,-44
1872-01-26,-28
1872-01-27,11
1872-01-28,28
1872-01-29,-11
1872-01-30,-61
1872-01-31,-56
1872-02-01,-33
1872-02-02,-11
1872-02-03,-17
1872-02-04,11
1872-02-05,78
1872-02-06,61
1872-02-07,17
1872-02-08,-17
1872-02-09,6
1872-02-10,44
1872-02-11,94
1872-02-12,117
1872-02-13,67
1872-02-14,22
1872-02-15,-56
1872-02-16,11
1872-02-17,-6
1872-02-18,22
1872-02-19,78
1872-02-20,117
1872-02-21,89
1872-02-22,22
1872-02-23,17
1872-02-24,139
1872-02-25,117
1872-02-26,-33
1872-02-27,0
1872-02-28,28
1872-03-01,22
1872-03-02,-50
1872-03-03,61
1872-03-04,33
1872-03-05,-122
1872-03-06,-56
1872-03-07,11
1872-03-08,56
1872-03-09,17
1872-03-10,33
1872-03-11,94
1872-03-12,11
1872-03-13,72
1872-03-14,106
1872-03-15,17
1872-03-16,11
1872-03-17,33
1872-03-18,61
1872-03-19,83
1872-03-20,-11
1872-03-21,-28
1872-03-22,50
1872-03-23,61
1872-03-24,44
1872-03-25,94
1872-03-26,17
1872-03-27,67
1872-03-28,117
1872-03-29,167
1872-03-30,106
1872-03-31,44
1872-04-01,56
1872-04-02,117
1872-04-03,106
1872-04-04,89
1872-04-05,133
1872-04-06,167
1872-04-07,117
1872-04-08,133
1872-04-09,122
1872-04-10,172
1872-04-11,178
1872-04-12,156
1872-04-13,194
1872-04-14,128
1872-04-15,89
1872-04-16,39
1872-04-17,117
1872-04-18,128
1872-04-19,144
1872-04-20,178
1872-04-21,178
1872-04-22,133
1872-04-23,111
1872-04-24,211
1872-04-25,267
1872-04-26,283
1872-04-27,206
1872-04-28,200
1872-04-29,183
1872-04-30,156
1872-05-01,133
1872-05-02,222
1872-05-03,156
1872-05-04,106
1872-05-05,156
1872-05-06,200
1872-05-07,267
1872-05-08,294
1872-05-09,311
1872-05-10,317
1872-05-11,178
1872-05-12,233
1872-05-13,222
1872-05-14,217
1872-05-15,222
1872-05-16,206
1872-05-17,211
1872-05-18,189
1872-05-19,189
1872-05-20,222
1872-05-21,217
1872-05-22,233
1872-05-23,244
1872-05-24,233
1872-05-25,244
1872-05-26,217
1872-05-27,222
1872-05-28,222
1872-05-29,228
1872-05-30,156
1872-05-31,200
1872-06-01,222
1872-06-02,233
1872-06-03,228
1872-06-04,189
1872-06-05,144
1872-06-06,228
1872-06-07,200
1872-06-08,283
1872-06-09,294
1872-06-10,261
1872-06-11,289
1872-06-12,317
1872-06-13,278
1872-06-14,300
1872-06-15,239
1872-06-16,261
1872-06-17,283
1872-06-18,306
1872-06-19,306
1872-06-20,322
1872-06-21,333
1872-06-22,306
1872-06-23,289
1872-06-24,233
1872-06-25,206
1872-06-26,233
1872-06-27,294
1872-06-28,328
1872-06-29,322
1872-06-30,339
1872-07-01,350
1872-07-02,356
1872-07-03,344
1872-07-04,344
1872-07-05,339
1872-07-06,300
1872-07-07,311
1872-07-08,300
1872-07-09,306
1872-07-10,300
1872-07-11,333
1872-07-12,272
1872-07-13,289
1872-07-14,333
1872-07-15,311
1872-07-16,306
1872-07-17,311
1872-07-18,294
1872-07-19,294
1872-07-20,300
1872-07-21,267
1872-07-22,278
1872-07-23,256
1872-07-24,261
1872-07-25,289
1872-07-26,267
1872-07-27,272
1872-07-28,289
1872-07-29,294
1872-07-30,256
1872-07-31,222
1872-08-01,239
1872-08-02,228
1872-08-03,283
1872-08-04,261
1872-08-05,278
1872-08-06,256
1872-08-07,306
1872-08-08,306
1872-08-09,306
1872-08-10,306
1872-08-11,322
1872-08-12,333
1872-08-13,322
1872-08-14,339
1872-08-15,311
1872-08-16,256
1872-08-17,306
1872-08-18,328
1872-08-19,333
1872-08-20,272
1872-08-21,289
1872-08-22,339
1872-08-23,283
1872-08-24,317
1872-08-25,289
1872-08-26,317
1872-08-27,283
1872-08-28,233
1872-08-29,217
1872-08-30,222
1872-08-31,189
1872-09-01,250
1872-09-02,261
1872-09-03,183
1872-09-04,194
1872-09-05,194
1872-09-06,233
1872-09-07,278
1872-09-08,339
1872-09-09,311
1872-09-10,211
1872-09-11,239
1872-09-12,256
1872-09-13,239
1872-09-14,200
1872-09-15,161
1872-09-16,156
1872-09-17,189
1872-09-18,228
1872-09-19,222
1872-09-20,183
1872-09-21,239
1872-09-22,317
1872-09-23,278
1872-09-24,256
1872-09-25,217
1872-09-26,217
1872-09-27,206
1872-09-28,206
1872-09-29,189
1872-09-30,211
1872-10-01,194
1872-10-02,156
1872-10-03,178
1872-10-04,189
1872-10-05,178
1872-10-06,244
1872-10-07,217
1872-10-08,178
1872-10-09,189
1872-10-10,233
1872-10-11,111
1872-10-12,122
1872-10-13,111
1872-10-14,106
1872-10-15,111
1872-10-16,178
1872-10-17,150
1872-10-18,150
1872-10-19,139
1872-10-20,128
1872-10-21,200
1872-10-22,200
1872-10-23,183
1872-10-24,94
1872-10-25,122
1872-10-26,167
1872-10-27,178
1872-10-28,117
1872-10-29,100
1872-10-30,106
1872-10-31,100
1872-11-01,150
1872-11-02,133
1872-11-03,106
1872-11-04,106
1872-11-05,117
1872-11-06,128
1872-11-07,128
1872-11-08,100
1872-11-09,100
1872-11-10,128
1872-11-11,128
1872-11-12,156
1872-11-13,144
1872-11-14,128
1872-11-15,83
1872-11-16,72
1872-11-17,44
1872-11-18,50
1872-11-19,61
1872-11-20,61
1872-11-21,28
1872-11-22,39
1872-11-23,61
1872-11-24,106
1872-11-25,106
1872-11-26,61
1872-11-27,56
1872-11-28,61
1872-11-29,17
1872-11-30,-44
1872-12-01,39
1872-12-02,72
1872-12-03,67
1872-12-04,33
1872-12-05,22
1872-12-06,56
1872-12-07,22
1872-12-08,72
1872-12-09,33
1872-12-10,-50
1872-12-11,-6
1872-12-12,-28
1872-12-13,0
1872-12-14,50
1872-12-15,94
1872-12-16,28
1872-12-17,28
1872-12-18,-6
1872-12-19,33
1872-12-20,61
1872-12-21,33
1872-12-22,-22
1872-12-23,6
1872-12-24,-106
1872-12-25,-94
1872-12-26,-111
1872-12-27,-94
1872-12-28,-61
1872-12-29,-39
1872-12-30,22
1872-12-31,33
1873-01-01,17
1873-01-02,0
1873-01-03,83
1873-01-04,50
1873-01-05,94
1873-01-06,56
1873-01-07,33
1873-01-08,11
1873-01-09,22
1873-01-10,-11
1873-01-11,-111
1873-01-12,6
1873-01-13,83
1873-01-14,94
1873-01-15,-6
1873-01-16,111
1873-01-17,122
1873-01-18,6
1873-01-19,-17
1873-01-20,39
1873-01-21,72
1873-01-22,39
1873-01-23,22
1873-01-24,-11
1873-01-25,-33
1873-01-26,-6
1873-01-27,-22
1873-01-28,-11
1873-01-29,-61
1873-01-30,-67
1873-01-31,0
1873-02-01,-17
1873-02-02,-72
1873-02-03,17
1873-02-04,100
1873-02-05,78
1873-02-06,94
1873-02-07,39
1873-02-08,78
1873-02-09,56
1873-02-10,-50
1873-02-11,56
1873-02-12,44
1873-02-13,-22
1873-02-14,28
1873-02-15,56
1873-02-16,50
1873-02-17,56
1873-02-18,72
1873-02-19,56
1873-02-20,50
1873-02-21,11
1873-02-22,-39
1873-02-23,-72
1873-02-24,-83
1873-02-25,-6
1873-02-26,28
1873-02-27,-6
1873-02-28,17
1873-03-01,28
1873-03-02,72
1873-03-03,6
1873-03-04,-67
1873-03-05,-11
1873-03-06,17
1873-03-07,78
1873-03-08,78
1873-03-09,94
1873-03-10,50
1873-03-11,78
1873-03-12,67
1873-03-13,50
1873-03-14,78
1873-03-15,83
1873-03-16,83
1873-03-17,50
1873-03-18,100
1873-03-19,106
1873-03-20,50
1873-03-21,28
1873-03-22,44
